t[s],J(s1-s2),J(s2-s3),J(s3-s4),J(s4-s5)
6902.0,-0.00949941486146102,-0.008179098506493501,-0.39648603417286227,0.0
6903.0,-0.010912495481108344,-0.0024437713203464993,-0.40249102554832683,0.0
6904.0,-0.006734556357402616,-0.00021424627705653255,-0.40938637936183364,0.0
6905.0,-0.01246052980226702,0.0008292434025972702,-0.40243637798884735,0.0
6906.0,-0.011190371115869067,0.00016060497979791084,-0.4024112326412638,0.0
6907.0,-0.011353457100984527,-0.0018784066587959939,-0.4042301003109156,0.0
6908.0,-0.009104750618387957,-0.003935195995670996,-0.4010621893959107,0.0
6909.0,-0.008685078374169894,-0.002909591671257957,-0.40250188392869224,0.0
6910.0,-0.013278625639798433,-3.373197835484524e-05,-0.40241834557434947,0.0
6911.0,-0.010698066386649887,-0.0005311028513711021,-0.40351667682899595,0.0
6912.0,-0.011076223303182841,0.0007605216791287899,-0.40432731366339975,0.0
6913.0,-0.010209758865239227,0.0021041322842712865,-0.40601183121375467,0.0
6914.0,-0.007967384133272063,-0.005630043687524993,-0.39978723434775243,0.0
6915.0,-0.01035176184886663,-0.0006072985122654031,-0.4001309112843866,0.0
6916.0,-0.011412885233569942,-0.0022174132008395504,-0.4004712114852989,0.0
6917.0,-0.0067265752317382565,-0.007860222499278407,-0.3995364093085503,0.0
6918.0,-0.010474492269801359,-0.0004582982219016768,-0.40452937436802966,0.0
6919.0,-0.00854152257155938,-0.003223061126852988,-0.4066424161422778,0.0
6920.0,-0.01019726466338447,1.8672475403302584e-05,-0.4054955302095304,0.0
6921.0,-0.010398664526448326,-0.001052659606060912,-0.40546526790520415,0.0
6922.0,-0.011174944205289826,-0.00022579512842702695,-0.4052609968513012,0.0
6923.0,-0.011539104563773772,-0.000976783690148265,-0.4046104979435618,0.0
6924.0,-0.013931005644836455,0.002729920711399634,-0.4043206466226763,0.0
6925.0,-0.012333359473831585,0.0018893752653519702,-0.40471057671003696,0.0
6926.0,-0.010004005967483359,-0.0014900856263939174,-0.4027175507046297,0.0
6927.0,-0.011220180785436162,2.012675718199778e-05,-0.40353748289455876,0.0
6928.0,-0.009129669566750738,-0.0037935897734487443,-0.40200389237360573,0.0
6929.0,-0.012044457876116563,-0.00016640473960388198,-0.4040683894677254,0.0
6930.0,-0.011871631580604485,0.0021670705223661344,-0.4070132117137544,0.0
6931.0,-0.010508143832150112,-0.0011548276465959627,-0.40138857592936805,0.0
6932.0,-0.011266628198992525,-4.990052813863243e-05,-0.40257112221933083,0.0
6933.0,-0.010790679274559171,-0.000610322428571631,-0.4026364293810407,0.0
6934.0,-0.03271728549347372,-0.00285040604748821,-0.40327925016897576,0.0
6935.0,-0.009612349793451004,0.00016679727417038146,-0.40608289818029725,0.0
6936.0,-0.011225969908404038,-0.0011489974970484427,-0.40267504877999294,0.0
6937.0,-0.011370727954659939,0.002691777434343285,-0.40624454753159833,0.0
6938.0,-0.009104178505839465,-0.003248542796799278,-0.4032815990300773,0.0
6939.0,-0.00909281540050384,-0.0035162507041848704,-0.4024295549851299,0.0
6940.0,-0.012970765166246682,0.004490707522366263,-0.40693607478252775,0.0
6941.0,-0.011239787317380335,-0.000409376139315458,-0.4042830349256503,0.0
6942.0,-0.012518776022669983,0.002977298330447214,-0.4045217911022303,0.0
6943.0,-0.011288665723608907,-6.661757182222964e-05,-0.4044730110256842,0.0
6944.0,-0.011640726435768101,0.001936270953823793,-0.4059781713029738,0.0
6945.0,-0.01296982815090423,-0.00019869120818608127,-0.40109745902669797,0.0
6946.0,-0.01209846168639789,-0.002357598132756377,-0.40124108972862427,0.0
6947.0,-0.009441494263224288,-0.003062844082251309,-0.4030660139795537,0.0
6948.0,-0.009143703828715303,1.814439984263003e-05,-0.4066946028151401,0.0
6949.0,-0.00796260306423181,-0.0055564359826839336,-0.4017184892081785,0.0
6950.0,-0.01083295129722915,-0.0006234372569855302,-0.40417373495944575,0.0
6951.0,-0.008799174988664756,-0.002698639385281645,-0.40290814843122646,0.0
6952.0,-0.007584655028623866,-0.003682688920372451,-0.40406379113889823,0.0
6953.0,-0.011849311220403037,-9.313299999985383e-05,-0.4041580061171004,0.0
6954.0,-0.010653819523929393,-0.0031193707518039175,-0.40194530061152406,0.0
6955.0,-0.01227323623425713,0.0018683543355635637,-0.4076951443224063,0.0
6956.0,-0.011514174799747905,-0.00020774769119774023,-0.4041482585873606,0.0
6957.0,-0.013254651713991244,0.002283686692902707,-0.4035920831125378,0.0
6958.0,-0.009350579435768096,-0.00259009933910533,-0.4041134587881042,0.0
6959.0,-0.01141926598007765,-0.0006237259018761072,-0.4040090591500506,0.0
6960.0,-0.013212256258186296,0.0012231928268396446,-0.40327073992379175,0.0
6961.0,-0.011017704019031524,0.0023066695013626575,-0.40577210325898366,0.0
6962.0,-0.011602448169223819,-0.00025953929817663137,-0.40243599741973624,0.0
6963.0,-0.01162191120677796,0.0004504330486682766,-0.4030718413366,0.0
6964.0,-0.013255655240554099,0.0009817159321788074,-0.4030361711728623,0.0
6965.0,-0.008295422444584524,-0.0017710512611833079,-0.4030932224460963,0.0
6966.0,-0.01285945180215247,0.0012054774734356034,-0.40431809722541406,0.0
6967.0,-0.01105793664609571,-0.004019199624819768,-0.40044875511152406,0.0
6968.0,-0.009380039352644767,0.00038053243867235744,-0.40553070570631966,0.0
6969.0,-0.012296955543851653,0.0004227951292141967,-0.4021649933879689,0.0
6970.0,-0.008064546428898672,-0.0036138790974682552,-0.4049596466779314,0.0
6971.0,-0.009715010955919192,-0.003320434370851796,-0.40306283626579914,0.0
6972.0,-0.011832892694068993,-0.000491429127640119,-0.40285078965190935,0.0
6973.0,-0.011161374929471127,0.002038611173160283,-0.4060094799498141,0.0
6974.0,-0.010169603591710596,-0.0022960055253838183,-0.4020577813923619,0.0
6975.0,-0.009480120707808706,-0.00037003439826840273,-0.403609104576208,0.0
6976.0,-0.010665755095717792,-0.0019705509379510325,-0.4018068941449811,0.0
6977.0,-0.009726551203343247,-0.0014948549940969986,-0.40339752238594084,0.0
6978.0,-0.010050498367758382,0.00032522666522354104,-0.4050271225446096,0.0
6979.0,-0.009128518548202423,-0.0029720153522236567,-0.4010720270817842,0.0
6980.0,-0.01193626868136008,0.0014271700158727657,-0.40194142154460943,0.0
6981.0,-0.010704346272040347,-0.0038972424531021886,-0.4014146793308552,0.0
6982.0,-0.009144103814861661,-0.0034394188311687836,-0.402421949182156,0.0
6983.0,-0.008955481408060458,-0.0011579491976911728,-0.4035776634498142,0.0
6984.0,-0.0066652264804216155,-0.005106493733438405,-0.4052229512284553,0.0
6985.0,-0.009727190867758303,-0.0010358280317460636,-0.4027024223494423,0.0
6986.0,-0.011656418977558883,0.00312578847828932,-0.4066382166390672,0.0
6987.0,-0.011133528739294582,-0.0008260616753250477,-0.40276664451486954,0.0
6988.0,-0.011619674740096364,2.529929424124436e-05,-0.40386011167962144,0.0
6989.0,-0.009711927322418115,-0.0029108582655123197,-0.40197555589591066,0.0
6990.0,-0.004998411319899046,-0.006251079561327791,-0.40463419690334546,0.0
6991.0,-0.0074338410258758805,-0.003943972728584629,-0.40248360952855683,0.0
6992.0,-0.007608729361460793,-0.004100924888889288,-0.40295057541263907,0.0
6993.0,-0.013011299022212052,0.000798168036206028,-0.4032297407806688,0.0
6994.0,-0.009583082040302308,2.0322229437182967e-05,-0.4041356818680295,0.0
6995.0,-0.011552054841996779,-0.00018300640692645677,-0.4025489288205474,0.0
6996.0,-0.011618187824936796,-5.896713564236503e-05,-0.40338843645910766,0.0
6997.0,-0.010429653150014078,-0.002232506907167155,-0.40135075504337026,0.0
6998.0,-0.010786320233569823,-0.0037621166443660313,-0.40215483716120276,0.0
6999.0,-0.009238238856194262,-0.0028194599252262358,-0.40444723712233843,0.0
7000.0,-0.01339910353778316,0.0036842086493503534,-0.4065595980185872,0.0
7001.0,-0.009015609242042892,-0.002508778612094944,-0.40307628819533603,0.0
7002.0,-0.010483028428211763,-0.004710688103896095,-0.4022669862342006,0.0
7003.0,-0.008711162572704566,-0.0011785464961300831,-0.40353126533626227,0.0
7004.0,-0.011769965534005097,-0.0002720219668109808,-0.4028995304405206,0.0
7005.0,-0.010194870865239318,-0.0004594139321789295,-0.4045303973884757,0.0
7006.0,-0.010962058652393076,-0.0018186180571952014,-0.40286847790638713,0.0
7007.0,-0.010651774008815958,0.0006681406046174602,-0.4056850815966541,0.0
7008.0,-0.011303719386306343,0.00053329178669799,-0.40288605420581264,0.0
7009.0,-0.010618846701511612,0.0003276253650792478,-0.404265136892193,0.0
7010.0,-0.012845132347148977,0.002395329922602539,-0.4047394891179451,0.0
7011.0,-0.01127085506926949,0.00015559561327555072,-0.4036458067100372,0.0
7012.0,-0.01118829658410299,-0.0005418119432420443,-0.4052727733395289,0.0
7013.0,-0.0071369086867415265,-0.005693947405221191,-0.40276216494254785,0.0
7014.0,-0.009567526040760067,-0.004400397775154449,-0.40321442736735363,0.0
7015.0,-0.012569746037783385,0.0024029594199131985,-0.4055759594014868,0.0
7016.0,-0.011027740609113644,0.0019550028545189434,-0.40504968933085495,0.0
7017.0,-0.011362058357682734,0.0005490703795091801,-0.40451582784944196,0.0
7018.0,-0.012149906981909873,0.0012559839446413226,-0.4034076983626225,0.0
7019.0,-0.010259614637279367,0.00017782990476174963,-0.40645574370631976,0.0
7020.0,-0.012114646268261925,-0.0010061235425685563,-0.40039150331784384,0.0
7021.0,-0.004740017103274295,-0.00835835830512939,-0.40082833811084795,0.0
7022.0,-0.010993681749370227,-0.0004250497128426943,-0.40294788193122677,0.0
7023.0,-0.009531403876803327,-0.004927080259740261,-0.39982610440689414,0.0
7024.0,-0.008873785027707888,-0.0026821630764790115,-0.40321879215241646,0.0
7025.0,-0.012182273668422196,0.0007201486422667547,-0.4035672367353835,0.0
7026.0,-0.01257442027455908,0.0024465337835496924,-0.404913319836431,0.0
7027.0,-0.00854305858564231,-0.005129453408369593,-0.401706869104089,0.0
7028.0,-0.013604995416762146,-0.0009473897350124004,-0.4030457375549171,0.0
7029.0,-0.010712759335012626,-0.0013531990937950752,-0.40277768854646845,0.0
7030.0,-0.01182833021639569,0.002786439686474992,-0.40709080740621817,0.0
7031.0,-0.007876497787153505,-0.004385020220779484,-0.40547756951115227,0.0
7032.0,-0.009806770009159681,-0.0012827952984386939,-0.40775159997296395,0.0
7033.0,-0.011163672501717634,0.00035022348943980887,-0.40522585132815114,0.0
7034.0,-0.011412599394206569,0.0021981192813849866,-0.40634691829368014,0.0
7035.0,-0.010187401494962113,-0.001256273932179073,-0.4038800566635686,0.0
7036.0,-0.008988248358140523,-0.005837870389610513,-0.4003107536363636,0.0
7037.0,-0.01070651101511336,0.0009555603780661548,-0.40357405269888436,0.0
7038.0,-0.007337637366613235,-0.003148113956447809,-0.40619084971443026,0.0
7039.0,-0.008323266277078169,-0.0034358422366526403,-0.40441785085501814,0.0
7040.0,-0.01078171455461406,0.0005732256867372405,-0.4051478316846905,0.0
7041.0,-0.010544604428211472,0.0006887523347762587,-0.40540975817472114,0.0
7042.0,-0.006310525522670016,-0.005858303050505165,-0.4021100840260222,0.0
7043.0,-0.010072465690405282,-0.00225651602518697,-0.402766579357891,0.0
7044.0,-0.010395580931989765,-0.002778519396825751,-0.40214117904832686,0.0
7045.0,-0.009741114590107482,-0.0041272121107177925,-0.401741203984454,0.0
7046.0,-0.008734352697733067,-0.002897760369408392,-0.403748046197026,0.0
7047.0,-0.011157411032745717,-0.0009615746057981483,-0.4027843862588712,0.0
7048.0,-0.01141896703652414,-0.0011013145468974923,-0.4028407439572489,0.0
7049.0,-0.010038621945843759,0.00014253396825392558,-0.4050379922862454,0.0
7050.0,-0.010795368699335877,0.0006850048839039559,-0.40345443760223054,0.0
7051.0,-0.011713512828715359,0.0003447106623375049,-0.4047100190315983,0.0
7052.0,-0.011215157587588702,0.0010760869198475891,-0.40484426066069573,0.0
7053.0,-0.008877045993703023,-0.0037294280750359114,-0.40148377729368023,0.0
7054.0,-0.010376760435081001,-0.0031158648616031923,-0.4012500312706996,0.0
7055.0,-0.012131466609571886,0.0005084635440115707,-0.403378602576208,0.0
7056.0,-0.009464610779597094,-0.006795326538239486,-0.39902214031412614,0.0
7057.0,-0.009662388685596704,-0.0015029704893085517,-0.40411401077391007,0.0
7058.0,-0.008821775991183875,-0.001412373365079252,-0.40496908884386634,0.0
7059.0,-0.011770865706434557,-0.0017082788101800666,-0.4019095949526865,0.0
7060.0,-0.012138879246851418,0.0005202841818179745,-0.4048477665576206,0.0
7061.0,-0.011878155564460709,0.001211572639380599,-0.4054804674771881,0.0
7062.0,-0.009395219016372691,-0.0008952109220778989,-0.4085341598717471,0.0
7063.0,-0.007788253348866691,-0.001734956347763436,-0.404204866730483,0.0
7064.0,-0.010438409800778497,-0.0016957218890201525,-0.4025096743730989,0.0
7065.0,-0.008155242734257022,-0.003741406060606122,-0.40208796944237896,0.0
7066.0,-0.009877575244332441,-0.006520881460317514,-0.40193356566542743,0.0
7067.0,0.0,0.0,0.0,0.0
7068.0,0.0,0.0,0.0,0.0
7069.0,0.0,0.0,0.0,0.0
7070.0,0.0,0.0,0.0,0.0
7071.0,0.0,0.0,0.0,0.0
7072.0,0.0,0.0,0.0,0.0
7073.0,0.0,0.0,0.0,0.0
7074.0,0.0,0.0,0.0,0.0
7075.0,0.0,0.0,0.0,0.0
7076.0,0.0,0.0,0.0,0.0
7077.0,0.0,0.0,0.0,0.0
7078.0,0.0,0.0,0.0,0.0
7079.0,0.0,0.0,0.0,0.0
7080.0,0.0,0.0,0.0,0.0
7081.0,0.0,0.0,0.0,0.0
7082.0,0.0,0.0,0.0,0.0
7083.0,0.0,0.0,0.0,0.0
7084.0,0.0,0.0,0.0,0.0
7085.0,0.0,0.0,0.0,0.0
7086.0,0.0,0.0,0.0,0.0
7087.0,0.0,0.0,0.0,0.0
7088.0,0.0,0.0,0.0,0.0
7089.0,0.0,0.0,0.0,0.0
7090.0,0.0,0.0,0.0,0.0
7091.0,0.0,0.0,0.0,0.0
7092.0,0.0,0.0,0.0,0.0
7093.0,0.0,0.0,0.0,0.0
7094.0,0.0,0.0,0.0,0.0
7095.0,0.0,0.0,0.0,0.0
7096.0,0.0,0.0,0.0,0.0
7097.0,0.0,0.0,0.0,0.0
7098.0,0.0,0.0,0.0,0.0
7099.0,0.0,0.0,0.0,0.0
7100.0,0.0,0.0,0.0,0.0
7101.0,0.0,0.0,0.0,0.0
7102.0,0.0,0.0,0.0,0.0
7103.0,0.0,0.0,0.0,0.0
7104.0,0.0,0.0,0.0,0.0
7105.0,0.0,0.0,0.0,0.0
7106.0,0.0,0.0,0.0,0.0
7107.0,0.0,0.0,0.0,0.0
7108.0,0.0,0.0,0.0,0.0
7109.0,0.0,0.0,0.0,0.0
7110.0,0.0,0.0,0.0,0.0
7111.0,0.0,0.0,0.0,0.0
7112.0,0.0,0.0,0.0,0.0
7113.0,0.0,0.0,0.0,0.0
7114.0,0.0,0.0,0.0,0.0
7115.0,0.0,0.0,0.0,0.0
7116.0,0.0,0.0,0.0,0.0
7117.0,0.0,0.0,0.0,0.0
7118.0,0.0,0.0,0.0,0.0
7119.0,0.0,0.0,0.0,0.0
7120.0,0.0,0.0,0.0,0.0
7121.0,0.0,0.0,0.0,0.0
7122.0,0.0,0.0,0.0,0.0
7123.0,0.0,0.0,0.0,0.0
7124.0,0.0,0.0,0.0,0.0
7125.0,0.0,0.0,0.0,0.0
7126.0,0.0,0.0,0.0,0.0
7127.0,0.0,0.0,0.0,0.0
7128.0,0.0,0.0,0.0,0.0
7129.0,0.0,0.0,0.0,0.0
7130.0,0.0,0.0,0.0,0.0
7131.0,0.0,0.0,0.0,0.0
7132.0,0.0,0.0,0.0,0.0
7133.0,0.0,0.0,0.0,0.0
7134.0,0.0,0.0,0.0,0.0
7135.0,0.0,0.0,0.0,0.0
7136.0,0.0,0.0,0.0,0.0
7137.0,0.0,0.0,0.0,0.0
7138.0,0.0,0.0,0.0,0.0
7139.0,0.0,0.0,0.0,0.0
7140.0,0.0,0.0,0.0,0.0
7141.0,0.0,0.0,0.0,0.0
7142.0,0.0,0.0,0.0,0.0
7143.0,0.0,0.0,0.0,0.0
7144.0,0.0,0.0,0.0,0.0
7145.0,0.0,0.0,0.0,0.0
7146.0,0.0,0.0,0.0,0.0
7147.0,0.0,0.0,0.0,0.0
7148.0,0.0,0.0,0.0,0.0
7149.0,0.0,0.0,0.0,0.0
7150.0,0.0,0.0,0.0,0.0
7151.0,0.0,0.0,0.0,0.0
7152.0,0.0,0.0,0.0,0.0
7153.0,0.0,0.0,0.0,0.0
7154.0,0.0,0.0,0.0,0.0
7155.0,0.0,0.0,0.0,0.0
7156.0,-0.011460621255247718,-0.0007427526214526785,-0.40293384132589843,0.0
7157.0,-0.011516820794595846,0.0012163907215008204,-0.4063148385890503,0.0
7158.0,-0.01072263733123434,0.0008241626782106077,-0.40553556778066885,0.0
7159.0,-0.011275622490267907,0.0010251548970221136,-0.4038199910239947,0.0
7160.0,-0.010436624331234243,0.00012205840259711919,-0.4052784228308548,0.0
7161.0,-0.010460642941378547,0.0035542885688048635,-0.405441731743832,0.0
7162.0,-0.009161694406661099,-0.000761578544172082,-0.4049941369516724,0.0
7163.0,-0.010433152636821605,-0.000643491176702272,-0.40327718368705623,0.0
7164.0,-0.011905707643691046,0.0006983388560934518,-0.4049693117776278,0.0
7165.0,-0.011415397886649666,-0.002611840968254276,-0.40089553949628226,0.0
7166.0,-0.010570050047858923,0.0005733250288598719,-0.40303680813197007,0.0
7167.0,-0.008468365127089563,-0.002544331188508343,-0.40298792682494067,0.0
7168.0,-0.011371543482367855,-0.0001762476883118602,-0.4012873935910778,0.0
7169.0,-0.009485893063252185,-0.003848094842071405,-0.4019363574287485,0.0
7170.0,-0.010009560230135182,-0.004187148668503167,-0.39895648001013845,0.0
7171.0,-0.009479585117128587,-0.0019221263448774423,-0.40282246507992553,0.0
7172.0,-0.012914008971032735,0.0004917765137082426,-0.40396186155018565,0.0
7173.0,-0.009994906016372773,-0.0003024556709959297,-0.40480803353159817,0.0
7174.0,-0.009530062684909706,-0.0004787743565525895,-0.40465715856370377,0.0
7175.0,-0.009883389163727755,-0.0009042823636363849,-0.403286579817844,0.0
7176.0,-0.0099549587871536,-0.0032478017056278437,-0.402278390237918,0.0
7177.0,-0.013578489198534422,0.002492543111635914,-0.4045574980973302,0.0
7178.0,-0.009902198225440879,-0.0019481607431457192,-0.4025140804368028,0.0
7179.0,-0.010531682657430746,-0.0015223560115439517,-0.40270533240520445,0.0
7180.0,-0.011857539996565183,0.0016596095211857435,-0.40391977691449793,0.0
7181.0,-0.010537066910579311,-0.004366813083694325,-0.39889157729182134,0.0
7182.0,-0.012167134409205383,0.00242657472123803,-0.40608347122338584,0.0
7183.0,-0.013548135992443254,0.0021060665137084774,-0.40378026190334576,0.0
7184.0,-0.008220021884588887,-0.003497882236652393,-0.40251647764616416,0.0
7185.0,-0.013380959229219148,0.0022184908354976663,-0.40317694397583625,0.0
7186.0,-0.011718088449622294,-0.0020778761414141493,-0.4001965019962823,0.0
7187.0,-0.009208997036867549,-0.0036548637950938553,-0.40178331853497773,0.0
7188.0,-0.012489231379093125,0.001286654487734385,-0.4032680122490705,0.0
7189.0,-0.0117694306320131,-0.0018737899803229394,-0.40044492552889444,0.0
7190.0,-0.011495845693954596,-0.000847280041847083,-0.40220306983457244,0.0
7191.0,-0.01381593238264241,0.0008441214653023075,-0.4033498815190941,0.0
7192.0,-0.011869511652392781,-0.001294142541125937,-0.40310057540706284,0.0
7193.0,-0.008134164307304789,-0.003938702962482063,-0.40282757348884735,0.0
7194.0,-0.0090697820838102,-0.004765668289387643,-0.401968847892869,0.0
7195.0,-0.01270181148236766,0.001090199352092201,-0.40541571457434933,0.0
7196.0,-0.011756073727959691,-0.001651222403253402,-0.4010347018959108,0.0
7197.0,-0.011653922190176245,-0.0009224205858589512,-0.4035312795799252,0.0
7198.0,-0.00827817483375323,-0.003569906606060831,-0.4024737311003713,0.0
7199.0,-0.012034806546319493,-0.0008895081385281978,-0.3997013542007435,0.0
7200.0,-0.011104542645981142,-0.0010620103292669097,-0.4017852860696179,0.0
7201.0,-0.012534523629722938,0.00015508075613258055,-0.40278661099256474,0.0
7202.0,-0.012732552678039959,-0.0010466285399449366,-0.40086792635011803,0.0
7203.0,-0.01357647520277081,0.0002874697604614599,-0.4008381061412635,0.0
7204.0,-0.013872104456148317,0.00293213150990412,-0.4053881682494085,0.0
7205.0,-0.010284416188916866,-0.006015957500721795,-0.3979454518066913,0.0
7206.0,-0.0090033728375315,-0.0034792216955266105,-0.40335140385687746,0.0
7207.0,-0.014013557465078954,-0.0005296938475668182,-0.4025114522811758,0.0
7208.0,-0.011020585903022696,-0.0044123533102454725,-0.3968329464609663,0.0
7209.0,-0.009478199544080882,-0.00336688295238084,-0.3999213301189589,0.0
7210.0,-0.01242916376459808,-0.002414982694477385,-0.3996916320581276,0.0
7211.0,-0.012186899977329947,0.0002305582106780712,-0.4027377739591077,0.0
7212.0,-0.012829078380352401,-0.0005582781183260583,-0.4012762426468403,0.0
7213.0,-0.010834298362720348,-0.006173734586121019,-0.3962894568181819,0.0
7214.0,-0.012647535321158629,-0.0023621846248198628,-0.39881239142193287,0.0
7215.0,-0.0112313959262652,-0.005112449232585793,-0.3983052497127405,0.0
7216.0,-0.008937545371536557,-0.008201226643578573,-0.39625427517843864,0.0
7217.0,-0.010631472942523335,-0.0027247260842190885,-0.40198003128759674,0.0
7218.0,-0.012703516045339959,-0.003716930341991365,-0.39715994283085515,0.0
7219.0,-0.01169383409823688,-0.004679586419913489,-0.39845891113568754,0.0
7220.0,-0.008889331264025755,-0.005969307797455081,-0.39936802147009115,0.0
7221.0,-0.010554821862720347,-0.004555994522366779,-0.3982356171486987,0.0
7222.0,-0.011028237886420997,-0.002449463518299828,-0.4021708899290302,0.0
7223.0,-0.01168894673677564,-0.0019571843751806694,-0.40145253183643104,0.0
7224.0,-0.011991858352415901,-0.0035762669657615105,-0.39860684746873937,0.0
7225.0,-0.011854714647355206,-0.0012457033679653293,-0.4016319377249071,0.0
7226.0,-0.010893281148894601,-0.0049903105098607,-0.3983971114931843,0.0
7227.0,-0.011062853379894566,-0.001360738728847007,-0.40166284195167273,0.0
7228.0,-0.009996769985115771,-0.0037330714482487846,-0.40038622513518063,0.0
7229.0,-0.014462803380352727,-0.0014496729855701174,-0.399329606321561,0.0
7230.0,-0.009504680690176298,-0.00499707542568543,-0.4003705614498142,0.0
7231.0,-0.012220883196702543,-0.0004990909615638835,-0.4009822529232847,0.0
7232.0,-0.011415879336272068,-0.003007807623376662,-0.40104675620260205,0.0
7233.0,-0.01239582290652104,-0.00046565084495769226,-0.4010242042503095,0.0
7234.0,-0.012509701473551547,-0.002251921571559897,-0.3974527856809732,0.0
7235.0,-0.012794198811083176,-0.0004995550649349774,-0.4038379008364313,0.0
7236.0,-0.011964880807190317,-0.0019304362009708816,-0.400486928175059,0.0
7237.0,-0.01164844694458418,-0.004645388787879006,-0.3984274704832711,0.0
7238.0,-0.012187379908403979,-0.0018490805063624948,-0.397685658617776,0.0
7239.0,-0.00928501697481108,-0.004389646937951127,-0.40160251063568736,0.0
7240.0,-0.013006269158690143,-0.0027274900303032794,-0.39725259365985094,0.0
7241.0,-0.012703509112790267,0.0005056147346480772,-0.40599271096654294,0.0
7242.0,-0.01280821135012593,-0.0029350416089468936,-0.398682162871747,0.0
7243.0,-0.012219789023030081,-0.002289102257266503,-0.398519571574615,0.0
7244.0,-0.01329701914105817,-0.003175890883116959,-0.39841151358364274,0.0
7245.0,-0.013366880227845233,-0.0012856219900302477,-0.401221539873268,0.0
7246.0,-0.012073383793450774,-0.003366810587301703,-0.39806260586059466,0.0
7247.0,-0.011639537759331502,-0.0016534642857143809,-0.401885802914836,0.0
7248.0,-0.011284401224181376,-0.002409100414141482,-0.4008031480724905,0.0
7249.0,-0.011312404709068063,-0.002534899929293187,-0.40051514663382853,0.0
7250.0,-0.012628029463476133,0.0005129082554112077,-0.40174402003903326,0.0
7251.0,-0.008564350569040789,-0.005227828795749668,-0.4007733502855693,0.0
7252.0,-0.014661580280856307,0.0015756220274170004,-0.40375055173791813,0.0
7253.0,-0.009764886648614716,-0.005171403653679648,-0.4009085932490706,0.0
7254.0,-0.01171199621250281,-0.0017751272307493407,-0.4015371766002023,0.0
7255.0,-0.01170012577455913,0.0012138588585858907,-0.4054929554070633,0.0
7256.0,-0.012425181246851207,-0.0007810386307522397,-0.40016730856257726,0.0
7257.0,-0.013035164825967487,-0.00010647333464536641,-0.3997445538982761,0.0
7258.0,-0.011627544905541543,-0.0032296315165948057,-0.4001500163550183,0.0
7259.0,-0.011734983956949803,-0.002137138484848668,-0.3998196454596145,0.0
7260.0,-0.011933759240554212,0.000916471945165884,-0.4038916994572489,0.0
7261.0,-0.013702672163448034,0.001702586310726371,-0.4042106293308551,0.0
7262.0,-0.012364132651705965,-0.0011746272924045387,-0.4004293803227439,0.0
7263.0,-0.01122977528165788,-0.000559894479863699,-0.4033271613856031,0.0
7264.0,-0.00823351627707799,-0.005428110233766362,-0.40036820196654277,0.0
7265.0,-0.012289157491412918,-0.0013304846254756765,-0.4024868284048664,0.0
7266.0,-0.012596875906800949,0.0002667352784990703,-0.4018354856282527,0.0
7267.0,-0.01081856558735994,-0.0018917602728583543,-0.4038628429266644,0.0
7268.0,-0.012945645449621963,-0.0030266372395384425,-0.39926102913197015,0.0
7269.0,-0.006965136389168894,-0.00656346430735951,-0.40132920489776924,0.0
7270.0,-0.012743825861002927,0.0005780384822246983,-0.4043075791737072,0.0
7271.0,-0.010971176042820937,-0.000791628714285766,-0.40279538738104087,0.0
7272.0,-0.009067031401763383,-0.0028067945252527675,-0.4023575324237916,0.0
7273.0,-0.010030532776505894,-0.0033718714351303742,-0.402463482063197,0.0
7274.0,-0.011274847795969831,-0.004215969692640733,-0.399346792273234,0.0
7275.0,-0.010681073688777092,0.00023421130030444468,-0.4054062158983888,0.0
7276.0,-0.008128407438745124,-0.005601855695920185,-0.401551141133829,0.0
7277.0,-0.008882463401648576,-0.003000899085662018,-0.40330238534471097,0.0
7278.0,-0.008890954473551685,-0.0015507622842712934,-0.40429261272676564,0.0
7279.0,-0.010904914784634769,0.0006299888831168333,-0.4034681284869889,0.0
7280.0,-0.009380658374055443,-0.005403034391053522,-0.39914741187174696,0.0
7281.0,-0.009575680424432983,-0.003509179522366654,-0.40157728254832714,0.0
7282.0,-0.007758616165559967,-0.004477068988587255,-0.4040423918215612,0.0
7283.0,-0.011443370627204,0.002165917049061769,-0.4054960213847581,0.0
7284.0,-0.012362472569269489,0.00011060406493501245,-0.4030151421877322,0.0
7285.0,-0.012814324961071577,-0.0011499423389743212,-0.4000388960544101,0.0
7286.0,-0.010513185492443391,0.00019688986868684084,-0.4041423824516728,0.0
7287.0,-0.010187506259445795,-0.0007543323578645307,-0.4026742901784385,0.0
7288.0,-0.009565419460728468,-0.0009251329778302313,-0.40383489643629583,0.0
7289.0,-0.011464285886649718,0.0007003378167385309,-0.4043095816858734,0.0
7290.0,-0.011891783136020158,-0.0010489286265253296,-0.40273939796890806,0.0
7291.0,-0.009282990653652774,-0.0022045915440115846,-0.4043987684014867,0.0
7292.0,-0.011829656156400279,-0.0014748009051555135,-0.40183712299763424,0.0
7293.0,-0.00900501840680079,-0.0012607294271284888,-0.40464756285687736,0.0
7294.0,-0.00980331729471018,-0.0015673277950939161,-0.4035615994200742,0.0
7295.0,-0.010642114138996855,0.0030899717893217433,-0.4062382465613382,0.0
7296.0,-0.009807928275818589,-0.0014792229163060626,-0.4041948898122674,0.0
7297.0,-0.00873692335012595,-0.004202156337400105,-0.40412369358567074,0.0
